track_id,source,class,origin,destination,first_t,last_t,first_x,first_y,last_x,last_y,max_motion_ratio,track_points,counted_lines,trajectory_cluster
roi_6533,roi_backup,car,,,681.05,681.64,1017.28,199.16,1012.73,189.05,0.05,11,,-1
roi_6534,roi_backup,car,,,681.09,681.14,1275.77,397.63,1270.77,394.0,0.492,2,,-1
roi_6535,roi_backup,truck,,,681.09,683.49,972.89,273.44,937.28,198.09,0.516,50,,0
10435,main,car,,,681.18,692.38,1265.1,392.1,973.22,157.61,0.382,267,,0
10436,main,car,,,681.18,687.12,1153.56,718.59,11.93,313.58,0.56,142,C_near_approach,1
roi_6536,roi_backup,bus,,,681.31,681.73,966.24,262.84,952.78,245.38,0.514,9,,-1
roi_6537,roi_backup,car,,,681.35,681.98,1245.22,324.0,1140.79,310.53,0.198,7,,0
roi_6538,roi_backup,car,,,681.68,681.98,1253.83,347.04,1222.23,320.52,0.228,6,,0
roi_6539,roi_backup,truck,,,681.77,681.85,1246.06,340.74,1243.93,336.84,0.183,3,,-1
10441,main,car,,,681.77,682.53,505.66,202.95,499.18,208.92,0.37,19,,-1
roi_6540,roi_backup,truck,,,682.02,682.36,1175.44,319.82,1142.6,303.87,0.13,6,,0
10443,main,car,,,682.06,682.4,609.18,718.9,668.73,716.27,0.703,9,,-1
10444,main,car,,,682.06,682.19,1260.07,287.44,1260.5,287.19,0.007,4,,-1
roi_6541,roi_backup,bus,,,682.11,684.0,945.02,230.63,936.74,188.47,0.52,30,,0
10445,main,car,,,682.19,814.44,497.79,206.29,10.79,360.56,0.659,3134,,0
10446,main,car,,,682.19,686.53,594.76,715.63,17.15,521.78,0.641,104,,-1
roi_6542,roi_backup,truck,,,682.36,682.53,502.23,208.55,493.54,209.14,0.302,5,,-1
roi_6543,roi_backup,car,,,682.48,682.78,1175.01,281.68,1176.96,281.67,0.047,8,,-1
roi_6544,roi_backup,car,,,682.74,682.74,544.07,174.32,544.07,174.32,0.0,1,,-1
10448,main,car,,,682.78,692.38,1264.45,493.59,934.93,154.4,0.47,229,,0
roi_6545,roi_backup,car,,,682.82,682.86,1252.22,416.72,1252.22,416.72,0.0,2,,-1
roi_6546,roi_backup,truck,,,682.91,682.99,484.06,212.37,482.44,213.32,0.328,3,,-1
roi_6547,roi_backup,truck,,,682.91,684.25,999.88,206.52,990.54,190.35,0.276,28,,-1
roi_6548,roi_backup,truck,,,682.91,682.99,1089.49,272.8,1086.12,270.49,0.098,3,,-1
roi_6549,roi_backup,car,,,683.12,683.2,916.61,416.42,912.78,416.05,0.266,3,,-1
roi_6550,roi_backup,truck,,,683.16,683.2,1200.64,414.4,1200.64,414.4,0.158,2,,-1
roi_6551,roi_backup,car,,,683.37,683.37,1168.22,323.59,1168.22,323.59,0.034,1,,-1
roi_6552,roi_backup,bus,,,683.41,683.45,1151.85,374.38,1151.84,374.41,0.096,2,,-1
roi_6553,roi_backup,truck,,,683.62,683.66,1107.34,345.54,1107.3,345.52,0.116,2,,-1
roi_6554,roi_backup,bus,,,683.62,683.66,993.73,196.59,993.72,196.58,0.227,2,,-1
10452,main,car,,,683.66,690.36,1149.35,718.67,11.22,325.29,0.603,160,C_near_approach,1
roi_6555,roi_backup,car,,,683.71,683.71,1189.63,268.7,1189.63,268.7,0.0,1,,-1
roi_6556,roi_backup,car,,,683.79,683.87,1244.39,287.33,1244.67,287.23,0.0,3,,-1
roi_6557,roi_backup,truck,,,683.96,684.0,1055.42,311.44,1055.4,311.51,0.118,2,,-1
roi_6558,roi_backup,truck,,,683.96,684.0,1038.61,235.5,1038.66,235.51,0.036,2,,-1
roi_6559,roi_backup,car,,,683.96,684.17,1056.87,193.42,1057.01,196.12,0.0,5,,-1
roi_6560,roi_backup,bus,,,683.96,684.0,1038.26,235.22,1038.32,235.22,0.036,2,,-1
roi_6561,roi_backup,car,,,684.04,684.04,938.15,187.01,938.15,187.01,0.489,1,,-1
roi_6562,roi_backup,car,,,684.29,684.29,983.39,279.04,983.39,279.04,0.02,1,,-1
roi_6563,roi_backup,car,,,684.34,685.64,535.79,323.69,260.56,301.63,0.421,27,,0
roi_6564,roi_backup,truck,,,684.51,684.63,1003.46,274.51,992.93,269.16,0.09,4,,-1
roi_6565,roi_backup,bus,,,684.51,684.51,1027.07,220.61,1027.07,220.61,0.013,1,,-1
roi_6566,roi_backup,bus,,,684.84,684.88,980.85,209.39,981.47,208.75,0.089,2,,-1
roi_6567,roi_backup,truck,,,684.84,685.26,980.91,209.21,971.38,229.71,0.099,9,,-1
10455,main,car,,,685.05,690.32,585.33,719.01,10.52,406.64,0.671,126,,2
10456,main,car,,,685.05,685.09,978.47,206.49,978.47,205.83,0.0,2,,-1
roi_6568,roi_backup,car,,,685.31,685.56,976.36,204.42,975.57,202.51,0.0,2,,-1
10459,main,car,,,685.6,687.92,973.64,178.47,967.65,167.63,0.158,56,,-1
10462,main,truck,,,685.85,685.98,560.67,715.13,557.04,715.06,0.583,4,,-1
10465,main,car,,,685.94,695.58,1198.65,719.26,3.16,298.62,0.266,209,C_near_approach,1
10471,main,car,,,686.57,686.57,1230.24,719.02,1230.24,719.02,0.19,1,,-1
roi_6569,roi_backup,car,,,686.78,686.82,556.2,162.85,546.48,164.87,0.0,2,,-1
roi_6570,roi_backup,car,,,687.16,687.54,938.56,171.2,938.86,162.78,0.0,8,,-1
roi_6571,roi_backup,bus,,,687.2,687.66,938.1,169.9,937.86,169.95,0.0,5,,-1
roi_6572,roi_backup,car,,,687.33,689.01,553.55,172.54,536.97,167.36,0.0,53,,-1
roi_6573,roi_backup,car,,,687.54,688.76,991.3,415.08,910.81,414.99,0.123,30,,0
roi_6574,roi_backup,car,,,687.62,687.62,937.42,169.68,937.42,169.68,0.0,1,,-1
roi_6575,roi_backup,car,,,687.62,687.83,445.45,324.0,423.59,323.95,0.44,2,,-1
roi_6576,roi_backup,car,,,687.96,688.08,972.81,167.33,972.14,166.79,0.0,4,,-1
roi_6577,roi_backup,motorcycle,,,687.96,687.96,1173.09,215.59,1173.09,215.59,0.25,1,,-1
10475,main,car,,,688.13,688.88,971.03,165.16,971.54,163.6,0.031,4,,-1
roi_6578,roi_backup,car,,,688.21,689.43,971.17,164.8,965.74,160.14,0.177,27,,-1
roi_6579,roi_backup,motorcycle,,,688.34,689.73,506.58,221.04,443.38,240.35,0.279,27,,0
10476,main,car,,,688.38,694.78,1150.61,719.14,14.51,337.81,0.564,153,C_near_approach,1
roi_6580,roi_backup,truck,,,688.42,688.76,938.29,415.21,912.06,415.06,0.109,6,,-1
roi_6581,roi_backup,car,,,688.51,688.8,969.11,162.53,968.31,161.73,0.053,6,,-1
10483,main,car,,,688.51,697.14,1262.89,493.34,930.07,154.2,0.425,206,,0
roi_6582,roi_backup,car,,,688.55,689.22,1248.47,416.39,1158.98,349.7,0.546,12,,0
roi_6583,roi_backup,car,,,688.55,689.18,496.64,215.38,467.23,232.2,0.264,6,,-1
10490,main,car,,,688.76,718.99,524.51,201.27,469.23,216.2,0.116,719,,0
roi_6584,roi_backup,truck,,,688.8,690.32,1204.19,413.83,999.15,255.15,0.207,16,,0
10493,main,car,,,688.84,689.52,420.2,717.9,371.55,715.29,0.619,9,,-1
10494,main,car,,,688.84,691.58,436.06,717.59,23.47,710.15,0.848,66,,9
roi_6585,roi_backup,bus,,,689.18,689.22,989.89,147.65,989.66,147.5,0.0,2,,-1
roi_6586,roi_backup,bus,,,689.22,689.22,936.73,171.36,936.73,171.36,0.0,1,,-1
10497,main,car,,,689.22,703.83,465.26,232.75,393.01,258.95,0.276,302,,0
roi_6587,roi_backup,bus,,,689.26,689.39,1118.53,339.34,1097.97,326.24,0.155,4,,-1
roi_6588,roi_backup,car,,,689.43,689.6,656.92,323.94,626.94,323.97,0.061,5,,-1
10504,main,car,,,689.47,689.52,966.49,160.4,966.28,160.0,0.072,2,,-1
roi_6589,roi_backup,car,,,689.56,689.56,964.86,165.86,964.86,165.86,0.037,1,,-1
roi_6590,roi_backup,car,,,689.6,689.68,556.46,163.72,556.22,163.22,0.0,3,,-1
roi_6591,roi_backup,car,,,689.77,689.85,440.57,243.85,439.58,243.97,0.133,3,,-1
roi_6592,roi_backup,motorcycle,,,689.89,689.89,434.55,244.61,434.55,244.61,0.152,1,,-1
roi_6593,roi_backup,car,,,689.94,690.23,432.39,244.33,423.81,248.89,0.192,7,,-1
roi_6594,roi_backup,car,,,690.06,690.06,979.27,253.64,979.27,253.64,0.0,1,,-1
roi_6595,roi_backup,car,,,690.11,690.23,552.13,173.46,554.06,168.2,0.0,2,,-1
roi_6596,roi_backup,motorcycle,,,690.15,690.36,464.65,252.16,430.6,252.49,0.231,8,,-1
roi_6597,roi_backup,car,,,690.27,690.78,963.91,158.11,963.07,156.95,0.0,14,,-1
10509,main,car,,,690.32,697.43,1188.57,720.0,7.47,342.75,0.609,170,C_near_approach,1
roi_6598,roi_backup,car,,,690.36,690.91,482.67,301.59,401.12,300.28,0.115,11,,0
roi_6599,roi_backup,motorcycle,,,690.4,690.78,460.37,253.29,406.26,253.38,0.272,11,,0
10516,main,truck,,,690.57,690.69,412.67,230.32,412.79,230.86,0.015,4,,-1
roi_6600,roi_backup,car,,,690.82,690.82,552.64,164.33,552.64,164.33,0.0,1,,-1
roi_6601,roi_backup,motorcycle,,,690.82,690.82,453.36,256.97,453.36,256.97,0.201,1,,-1
roi_6602,roi_backup,truck,,,690.86,691.07,966.83,225.81,962.45,220.24,0.183,5,,-1
10517,main,motorcycle,,,690.86,711.54,452.96,257.5,446.82,260.01,0.289,435,,-1
10518,main,car,,,690.86,691.28,557.18,162.89,558.15,162.1,0.0,11,,-1
roi_6603,roi_backup,car,,,691.33,691.75,376.55,301.67,326.85,301.62,0.202,9,,0
roi_6604,roi_backup,car,,,691.33,691.96,552.99,164.94,536.76,166.68,0.0,14,,-1
roi_6605,roi_backup,bus,,,691.54,691.54,953.76,206.79,953.76,206.79,0.132,1,,-1
roi_6606,roi_backup,truck,,,691.54,691.83,953.64,206.75,952.81,201.74,0.15,5,,-1
roi_6607,roi_backup,car,,,691.58,691.71,1201.28,222.53,1201.31,222.42,0.0,4,,-1
10520,main,car,,,691.58,695.41,576.44,717.72,8.31,405.66,0.641,92,,2
10521,main,car,,,691.62,691.62,577.82,716.53,577.82,716.53,0.443,1,,-1
10523,main,car,,,691.79,701.68,1256.31,457.5,964.09,155.37,0.503,213,,0
roi_6608,roi_backup,car,,,691.87,691.96,912.64,143.25,912.67,143.25,0.0,3,,-1
roi_6609,roi_backup,truck,,,691.92,692.59,1230.39,413.83,1149.21,337.57,0.446,12,,0
10524,main,car,,,691.96,691.96,1265.7,451.28,1265.7,451.28,0.05,1,,-1
roi_6610,roi_backup,car,,,692.0,692.17,1236.49,323.52,1213.37,323.61,0.321,5,,-1
roi_6611,roi_backup,bus,,,692.04,692.38,1257.57,413.13,1200.97,362.43,0.944,12,,0
roi_6612,roi_backup,car,,,692.55,693.26,310.95,323.69,196.91,324.0,0.373,25,,0
roi_6613,roi_backup,bus,,,692.63,694.78,1136.82,329.59,1011.43,219.22,0.58,25,,0
roi_6614,roi_backup,car,,,692.67,692.72,1178.96,280.19,1178.93,280.22,0.344,2,,-1
10530,main,car,,,692.88,713.39,1171.35,718.65,5.09,325.19,0.322,488,C_near_approach,1
roi_6615,roi_backup,motorcycle,,,692.97,692.97,398.82,259.03,398.82,259.03,0.037,1,,-1
roi_6616,roi_backup,car,,,692.97,693.31,542.84,175.66,542.28,174.31,0.0,9,,-1
roi_6617,roi_backup,truck,,,693.26,693.26,1076.39,278.1,1076.39,278.1,0.591,1,,-1
roi_6618,roi_backup,car,,,693.31,693.35,173.55,324.0,173.46,323.99,0.198,2,,-1
roi_6619,roi_backup,car,,,693.39,693.39,65.76,322.24,65.76,322.24,0.125,1,,-1
roi_6620,roi_backup,truck,,,693.43,693.43,949.6,176.65,949.6,176.65,0.164,1,,-1
10531,main,car,,,693.43,693.47,65.64,321.97,64.85,321.72,0.12,2,,-1
roi_6621,roi_backup,car,,,693.47,693.47,929.11,150.2,929.11,150.2,0.0,1,,-1
roi_6622,roi_backup,car,,,693.6,693.68,53.81,316.77,53.54,316.02,0.073,3,,-1
roi_6623,roi_backup,car,,,693.81,693.89,47.44,301.01,45.9,300.57,0.041,2,,-1
roi_6624,roi_backup,motorcycle,,,693.85,693.98,205.65,254.65,205.85,254.55,0.0,4,,-1
roi_6625,roi_backup,car,,,694.06,694.48,986.61,186.29,986.39,186.02,0.0,10,,-1
10532,main,truck,,,694.11,694.32,411.87,230.31,411.71,230.71,0.0,6,,-1
roi_6626,roi_backup,truck,,,694.15,694.15,1022.76,235.51,1022.76,235.51,0.329,1,,-1
roi_6627,roi_backup,car,,,694.4,694.44,26.32,290.59,26.3,290.6,0.064,2,,-1
roi_6628,roi_backup,car,,,694.48,694.57,543.58,177.1,543.76,176.34,0.0,3,,-1
roi_6629,roi_backup,car,,,694.82,695.03,929.66,415.37,916.97,415.29,0.016,6,,-1
10534,main,car,,,694.86,695.07,976.76,167.29,973.98,167.71,0.0,6,,-1
roi_6630,roi_backup,motorcycle,,,695.2,695.24,8.12,299.72,8.08,299.89,0.03,2,,-1
roi_6631,roi_backup,motorcycle,,,695.2,695.24,217.6,252.39,217.33,252.37,0.0,2,,-1
roi_6632,roi_backup,car,,,695.24,696.17,538.87,166.18,556.36,153.5,0.0,31,,-1
roi_6633,roi_backup,car,,,695.49,695.58,914.0,168.83,914.5,168.73,0.0,3,,-1
roi_6634,roi_backup,car,,,695.54,695.62,188.11,323.8,182.92,323.8,0.032,3,,-1
roi_6635,roi_backup,car,,,696.88,697.68,437.39,324.0,307.96,323.89,0.148,20,,0
roi_6636,roi_backup,car,,,696.93,696.93,1271.81,323.78,1271.81,323.78,0.0,1,,-1
10539,main,car,,,696.97,700.29,1271.96,323.74,129.13,309.96,0.105,80,,0
roi_6637,roi_backup,motorcycle,,,697.05,697.14,1261.41,323.82,1258.82,323.77,0.086,3,,-1
roi_6638,roi_backup,car,,,697.18,697.22,1245.1,323.71,1245.11,323.71,0.105,2,,-1
roi_6639,roi_backup,car,,,697.22,697.22,929.61,154.17,929.61,154.17,0.0,1,,-1
roi_6640,roi_backup,motorcycle,,,697.39,697.47,154.06,279.07,153.94,279.26,0.021,3,,-1
roi_6641,roi_backup,motorcycle,,,697.6,697.73,1268.63,339.41,1261.16,334.11,0.139,5,,-1
roi_6642,roi_backup,motorcycle,,,697.73,698.27,205.11,254.9,194.97,278.04,0.103,13,,-1
roi_6643,roi_backup,motorcycle,,,697.73,697.89,1136.43,312.34,1129.43,315.05,0.075,3,,-1
10544,main,motorcycle,,,697.77,701.35,1258.24,341.84,101.03,314.19,0.124,85,,0
roi_6644,roi_backup,motorcycle,,,697.81,698.82,1253.53,277.72,1203.14,327.86,0.084,20,,0
roi_6645,roi_backup,motorcycle,,,697.81,697.89,1181.0,257.51,1180.28,257.25,0.005,8,,-1
10545,main,motorcycle,,,697.89,699.62,396.31,258.94,396.72,259.41,0.0,19,,-1
10546,main,motorcycle,,,697.98,698.15,1184.94,264.28,1187.39,264.18,0.022,5,,-1
roi_6646,roi_backup,car,,,698.06,698.06,989.35,173.73,989.35,173.73,0.053,1,,-1
roi_6647,roi_backup,motorcycle,,,698.15,698.19,1218.62,338.57,1223.2,331.18,0.032,2,,-1
10549,main,motorcycle,,,698.15,702.48,1264.01,331.74,63.12,311.76,0.061,104,,0
roi_6648,roi_backup,motorcycle,,,698.19,699.28,1193.25,259.04,1173.6,265.42,0.057,28,,-1
10551,main,car,,,698.19,699.16,559.98,162.31,559.55,162.3,0.0,24,,-1
roi_6649,roi_backup,motorcycle,,,698.4,698.48,906.68,288.11,909.17,307.48,0.038,5,,-1
roi_6650,roi_backup,motorcycle,,,698.78,699.83,1247.08,278.58,1249.24,277.92,0.0,16,,-1
roi_6651,roi_backup,motorcycle,,,698.82,698.95,229.18,277.79,231.17,278.0,0.0,2,,-1
roi_6652,roi_backup,car,,,698.95,699.07,986.3,166.88,985.85,166.31,0.0,4,,-1
10564,main,car,,,699.16,700.8,18.04,427.36,1226.59,467.52,0.61,40,,4
10565,main,motorcycle,,,699.24,699.71,249.06,277.53,264.39,277.82,0.0,4,,-1
roi_6653,roi_backup,motorcycle,,,699.33,699.37,1053.88,324.12,1053.89,324.12,0.069,2,,-1
10568,main,motorcycle,,,699.45,700.67,43.46,503.29,1172.69,527.87,0.206,30,,4
roi_6654,roi_backup,car,,,699.54,699.92,556.71,162.76,556.7,162.3,0.0,5,,-1
roi_6655,roi_backup,car,,,699.58,699.58,914.31,143.97,914.31,143.97,0.0,1,,-1
10570,main,truck,,,699.58,699.75,411.27,230.83,411.34,230.84,0.0,5,,-1
roi_6656,roi_backup,motorcycle,,,699.62,699.83,977.4,322.41,946.97,321.67,0.133,4,,-1
roi_6657,roi_backup,motorcycle,,,699.87,699.87,159.18,281.27,159.18,281.27,0.102,1,,-1
roi_6658,roi_backup,motorcycle,,,699.87,699.87,288.4,301.34,288.4,301.34,0.023,1,,-1
roi_6659,roi_backup,motorcycle,,,699.92,699.96,555.72,301.64,555.97,301.65,0.073,2,,-1
roi_6660,roi_backup,car,,,700.13,700.17,52.09,323.55,52.1,323.56,0.327,2,,-1
roi_6661,roi_backup,car,,,700.21,700.63,946.61,413.99,1049.6,414.34,0.272,10,,0
roi_6662,roi_backup,motorcycle,,,700.29,700.29,438.93,301.67,438.93,301.67,0.051,1,,-1
roi_6663,roi_backup,motorcycle,,,700.29,700.29,306.87,275.67,306.87,275.67,0.0,1,,-1
roi_6664,roi_backup,motorcycle,,,700.34,700.38,78.0,286.94,76.11,311.6,0.183,4,,-1
roi_6665,roi_backup,car,,,700.34,700.34,556.27,161.87,556.27,161.87,0.0,1,,-1
roi_6666,roi_backup,motorcycle,,,700.46,700.55,1252.19,289.62,1252.38,289.51,0.0,3,,-1
roi_6667,roi_backup,motorcycle,,,700.67,700.67,326.81,279.88,326.81,279.88,0.0,1,,-1
roi_6668,roi_backup,car,,,700.72,700.76,55.04,301.69,55.23,301.69,0.05,2,,-1
10585,main,truck,,,700.88,700.93,411.65,229.81,411.64,229.89,0.0,2,,-1
roi_6669,roi_backup,car,,,700.93,701.43,974.14,157.16,921.92,151.18,0.0,5,,-1
roi_6670,roi_backup,car,,,701.09,701.26,543.17,176.18,550.01,169.66,0.0,2,,-1
roi_6671,roi_backup,motorcycle,,,701.14,701.14,1262.18,321.43,1262.18,321.43,0.034,1,,-1
roi_6672,roi_backup,motorcycle,,,701.18,701.22,1043.5,285.23,1042.6,285.68,0.125,2,,-1
roi_6673,roi_backup,motorcycle,,,701.18,701.18,225.44,278.53,225.44,278.53,0.235,1,,-1
10586,main,motorcycle,,,701.18,705.01,1262.15,320.84,62.15,312.12,0.159,92,,0
roi_6674,roi_backup,motorcycle,,,701.31,701.31,104.28,314.28,104.28,314.28,0.033,1,,-1
roi_6675,roi_backup,car,,,701.35,701.35,27.08,323.73,27.08,323.73,0.372,1,,-1
roi_6676,roi_backup,motorcycle,,,701.39,701.47,46.19,302.0,41.26,296.81,0.024,3,,-1
roi_6677,roi_backup,motorcycle,,,701.52,701.56,1051.28,200.46,1051.1,200.29,0.0,2,,-1
roi_6678,roi_backup,motorcycle,,,701.52,701.56,1248.61,287.48,1248.51,287.43,0.0,2,,-1
roi_6679,roi_backup,motorcycle,,,701.52,701.56,285.74,301.55,285.75,301.55,0.0,2,,-1
roi_6680,roi_backup,car,,,701.73,701.81,555.94,159.56,556.02,159.36,0.0,3,,-1
10593,main,motorcycle,,,701.98,701.98,10.48,547.54,10.48,547.54,0.0,1,,-1
roi_6681,roi_backup,motorcycle,,,702.06,702.19,182.37,261.81,182.41,261.81,0.0,4,,-1
10595,main,motorcycle,,,702.11,703.83,45.83,552.5,1234.58,601.76,0.435,42,,4
roi_6682,roi_backup,motorcycle,,,702.15,702.15,393.01,258.88,398.81,266.95,0.0,3,,-1
roi_6683,roi_backup,motorcycle,,,702.19,702.19,412.33,280.95,412.33,280.95,0.0,1,,-1
roi_6684,roi_backup,motorcycle,,,702.19,702.74,366.9,227.5,358.02,230.24,0.0,10,,-1
10600,main,motorcycle,,,702.23,702.27,280.07,279.27,280.43,279.51,0.42,2,,-1
10601,main,motorcycle,,,702.23,702.27,413.56,280.97,414.36,281.13,0.0,2,,-1
roi_6685,roi_backup,car,,,702.4,702.57,369.03,228.58,367.8,229.1,0.0,3,,-1
roi_6686,roi_backup,motorcycle,,,702.4,702.4,1247.77,287.72,1247.77,287.72,0.0,1,,-1
roi_6687,roi_backup,car,,,702.53,702.53,1259.66,319.43,1259.66,319.43,0.0,1,,-1
roi_6688,roi_backup,motorcycle,,,702.53,702.78,449.29,258.84,445.9,272.51,0.0,4,,-1
10603,main,car,,,702.57,714.74,1267.84,319.59,133.31,296.27,0.24,290,,0
roi_6689,roi_backup,car,,,702.65,702.69,6.57,277.79,6.57,277.78,0.252,2,,-1
roi_6690,roi_backup,car,,,702.65,702.69,536.78,167.09,536.81,167.02,0.0,2,,-1
10604,main,car,,,702.65,704.42,41.61,489.75,1216.53,529.65,0.284,43,,4
roi_6691,roi_backup,motorcycle,,,702.74,702.78,301.85,276.09,301.85,276.06,0.133,2,,-1
10608,main,motorcycle,,,702.74,714.86,396.18,258.83,389.52,256.62,0.041,237,,-1
10609,main,motorcycle,,,702.78,703.07,361.88,231.05,353.78,233.69,0.048,8,,-1
roi_6692,roi_backup,car,,,702.86,702.86,1249.38,319.36,1249.38,319.36,0.082,1,,-1
roi_6693,roi_backup,car,,,702.99,703.62,933.54,138.59,938.45,171.74,0.0,22,,-1
roi_6694,roi_backup,motorcycle,,,703.12,703.71,342.62,233.47,336.37,250.24,0.083,11,,-1
roi_6695,roi_backup,car,,,703.12,703.16,1189.48,316.09,1189.51,316.05,0.059,2,,-1
roi_6696,roi_backup,motorcycle,,,703.12,703.16,442.05,259.37,454.35,275.12,0.023,4,,-1
10614,main,motorcycle,,,703.24,703.37,470.43,281.99,475.11,282.1,0.048,4,,-1
roi_6697,roi_backup,motorcycle,,,703.28,703.28,24.01,324.0,24.01,324.0,0.0,1,,-1
10618,main,motorcycle,,,703.37,704.55,53.31,455.45,1219.77,455.16,0.372,28,,4
roi_6698,roi_backup,car,,,703.41,703.49,1130.22,313.28,1124.79,313.07,0.129,3,,-1
roi_6699,roi_backup,motorcycle,,,703.41,703.96,528.2,300.95,504.43,282.12,0.0,5,,-1
roi_6700,roi_backup,motorcycle,,,703.66,704.46,1256.13,279.21,1256.31,289.85,0.083,8,,-1
roi_6701,roi_backup,motorcycle,,,703.75,703.75,353.13,277.08,353.13,277.08,0.083,1,,-1
10619,main,motorcycle,,,703.75,708.46,326.65,237.64,270.87,259.56,0.08,106,,0
roi_6702,roi_backup,motorcycle,,,704.13,704.97,394.9,257.21,394.95,259.23,0.087,22,,-1
10623,main,car,,,704.17,732.21,9.3,400.43,977.87,157.39,0.214,652,,5
roi_6703,roi_backup,motorcycle,,,704.25,704.38,318.38,243.33,313.68,242.59,0.009,3,,-1
10624,main,motorcycle,,,704.38,704.38,1118.67,452.58,1118.67,452.58,0.053,1,,-1
roi_6704,roi_backup,motorcycle,,,704.42,704.42,1176.53,415.66,1176.53,415.66,0.161,1,,-1
roi_6705,roi_backup,car,,,704.46,704.46,1264.19,312.99,1264.19,312.99,0.083,1,,-1
roi_6706,roi_backup,car,,,704.51,704.63,909.11,306.27,904.01,305.85,0.089,4,,-1
roi_6707,roi_backup,truck,,,704.51,704.59,1257.8,312.73,1255.7,312.82,0.247,3,,-1
10629,main,car,,,704.51,734.99,1259.07,312.69,994.69,166.22,0.517,717,,0
roi_6708,roi_backup,car,,,704.59,705.47,556.58,154.53,543.59,175.21,0.0,20,,-1
10630,main,truck,,,704.63,704.63,1251.69,313.41,1251.69,313.41,0.29,1,,-1
roi_6709,roi_backup,motorcycle,,,704.72,704.97,556.65,281.86,561.77,282.09,0.0,6,,-1
roi_6710,roi_backup,motorcycle,,,704.8,705.64,205.46,254.17,205.15,254.11,0.0,20,,-1
roi_6711,roi_backup,motorcycle,,,705.05,705.09,396.56,259.07,395.06,259.25,0.0,3,,-1
roi_6712,roi_backup,motorcycle,,,705.05,705.09,53.25,312.35,53.06,312.38,0.065,2,,-1
roi_6713,roi_backup,car,,,705.05,705.39,496.58,259.04,502.82,258.9,0.0,4,,-1
roi_6714,roi_backup,motorcycle,,,705.26,705.26,447.47,259.03,447.47,259.03,0.0,1,,-1
10633,main,car,,,705.26,705.35,36.47,337.81,36.64,336.38,0.0,3,,-1
roi_6715,roi_backup,car,,,705.31,705.81,991.18,147.75,990.91,147.38,0.0,11,,-1
10635,main,motorcycle,,,705.56,707.37,23.73,522.92,1216.12,555.65,0.343,44,,4
roi_6716,roi_backup,motorcycle,,,705.94,706.23,442.19,259.53,459.08,266.46,0.11,9,,-1
roi_6717,roi_backup,motorcycle,,,705.94,706.02,1248.03,287.88,1245.76,288.11,0.051,2,,-1
10636,main,motorcycle,,,706.15,706.15,25.44,489.72,25.44,489.72,0.053,1,,-1
10639,main,motorcycle,,,706.23,707.54,60.53,491.35,1226.42,503.65,0.407,32,,4
roi_6718,roi_backup,motorcycle,,,706.27,706.27,485.47,278.67,485.47,278.67,0.119,1,,-1
roi_6719,roi_backup,car,,,706.27,707.12,555.53,162.43,556.56,162.36,0.0,21,,-1
roi_6720,roi_backup,motorcycle,,,706.32,706.48,1184.24,282.52,1179.79,281.5,0.203,5,,-1
roi_6721,roi_backup,motorcycle,,,706.48,707.45,181.95,262.25,209.28,255.25,0.0,23,,-1
roi_6722,roi_backup,motorcycle,,,706.86,706.95,445.07,259.71,444.27,259.71,0.011,3,,-1
roi_6723,roi_backup,car,,,706.91,706.91,918.52,134.93,918.52,134.93,0.0,1,,-1
roi_6724,roi_backup,car,,,706.95,707.16,1271.75,254.82,1268.58,238.68,0.0,9,,-1
10640,main,motorcycle,,,707.16,707.16,1056.06,554.06,1056.06,554.06,0.088,1,,-1
roi_6725,roi_backup,motorcycle,,,707.2,707.24,981.94,416.78,981.95,416.78,0.0,2,,-1
roi_6726,roi_backup,car,,,707.28,707.62,1188.71,268.84,1199.11,223.01,0.0,9,,0
10642,main,car,,,707.28,707.28,24.41,328.19,24.41,328.19,0.0,1,,-1
roi_6727,roi_backup,car,,,707.33,707.37,1106.96,416.83,1107.09,416.82,0.0,2,,-1
roi_6728,roi_backup,bus,,,707.41,707.41,1033.91,267.54,1033.91,267.54,0.287,1,,-1
roi_6729,roi_backup,car,,,707.41,707.49,1190.54,416.82,1209.84,416.82,0.028,2,,-1
roi_6730,roi_backup,motorcycle,,,707.45,707.58,146.71,276.33,146.55,276.32,0.0,4,,-1
roi_6731,roi_backup,car,,,707.45,707.49,555.04,159.89,554.98,159.52,0.0,2,,-1
roi_6732,roi_backup,motorcycle,,,707.49,707.62,397.6,258.15,397.19,257.77,0.129,2,,-1
roi_6733,roi_backup,motorcycle,,,707.54,707.66,1250.89,275.16,1250.92,275.5,0.0,3,,-1
roi_6734,roi_backup,truck,,,707.71,707.75,1024.44,263.84,1024.44,263.88,0.321,2,,-1
roi_6735,roi_backup,motorcycle,,,707.87,708.25,222.86,251.48,211.49,254.18,0.0,13,,-1
roi_6736,roi_backup,motorcycle,,,707.92,708.13,147.62,269.09,147.4,269.37,0.0,6,,-1
roi_6737,roi_backup,motorcycle,,,708.0,708.04,561.97,281.29,561.99,281.42,0.11,2,,-1
roi_6738,roi_backup,motorcycle,,,708.13,708.17,695.36,279.36,695.37,279.35,0.068,2,,-1
roi_6739,roi_backup,motorcycle,,,708.29,708.29,776.15,287.48,776.15,287.48,0.0,1,,-1
roi_6740,roi_backup,truck,,,708.34,708.63,1015.41,249.02,1014.25,245.52,0.502,8,,-1
